League,Goals For,Team,GF Home,GF Away,GF First Half,GF Second Half,GF First 15 mins,GF Last 10 mins,GF Home Matches Scored In,GF Away Matches Scored In,GF Pld,GF Per Match,Season,KEY
Bundesliga,36,VfB Stuttgart,18,18,19,17,6,4,12,11,34,1.06,2017/18,Bundesliga|VfB Stuttgart|2017/18
Bundesliga,35,1. FC Koln,20,15,15,20,4,7,13,10,34,1.03,2017/18,Bundesliga|1. FC Koln|2017/18
Bundesliga,32,SC Freiburg,17,15,9,23,2,7,10,9,34,0.94,2017/18,Bundesliga|SC Freiburg|2017/18
Bundesliga,29,Hamburger SV,17,12,14,15,5,6,10,7,34,0.85,2017/18,Bundesliga|Hamburger SV|2017/18
La Liga,99,Barcelona,53,46,39,60,9,24,18,19,38,2.61,2017/18,La Liga|Barcelona|2017/18
La Liga,94,Real Madrid,54,40,51,43,15,19,16,16,38,2.47,2017/18,La Liga|Real Madrid|2017/18
La Liga,66,Real Sociedad,47,19,36,30,13,14,18,11,38,1.74,2017/18,La Liga|Real Sociedad|2017/18
La Liga,65,Valencia,36,29,25,40,3,13,16,16,38,1.71,2017/18,La Liga|Valencia|2017/18
La Liga,60,Real Betis,35,25,22,38,6,15,15,12,38,1.58,2017/18,La Liga|Real Betis|2017/18
La Liga,59,Celta Vigo,34,25,30,29,6,6,16,14,38,1.55,2017/18,La Liga|Celta Vigo|2017/18
La Liga,58,Atletico Madrid,30,28,21,37,5,7,16,14,38,1.53,2017/18,La Liga|Atletico Madrid|2017/18
La Liga,57,Villarreal,35,22,25,32,5,11,16,14,38,1.5,2017/18,La Liga|Villarreal|2017/18
La Liga,50,Girona FC,26,24,24,26,8,7,14,14,38,1.32,2017/18,La Liga|Girona FC|2017/18
La Liga,49,Sevilla,31,18,19,30,3,9,17,12,38,1.29,2017/18,La Liga|Sevilla|2017/18
La Liga,44,Levante,25,19,16,28,4,11,14,11,38,1.16,2017/18,La Liga|Levante|2017/18
La Liga,44,Eibar,26,18,17,27,8,7,11,12,38,1.16,2017/18,La Liga|Eibar|2017/18
La Liga,42,Getafe,26,16,16,26,4,8,13,12,38,1.11,2017/18,La Liga|Getafe|2017/18
La Liga,41,Athletic Bilbao,19,22,18,23,8,4,13,13,38,1.08,2017/18,La Liga|Athletic Bilbao|2017/18
La Liga,40,CD Alaves,21,19,12,28,4,8,15,10,38,1.05,2017/18,La Liga|CD Alaves|2017/18
La Liga,38,Deportivo La Coruna,22,16,18,20,4,7,14,10,38,1,2017/18,La Liga|Deportivo La Coruna|2017/18
La Liga,36,Espanyol,20,16,16,20,7,7,12,11,38,0.95,2017/18,La Liga|Espanyol|2017/18
La Liga,34,CD Leganes,19,15,8,26,2,6,11,10,38,0.89,2017/18,La Liga|CD Leganes|2017/18
La Liga,24,Malaga,14,10,14,10,3,5,8,7,38,0.63,2017/18,La Liga|Malaga|2017/18
La Liga,24,Las Palmas,15,9,9,15,3,8,12,6,38,0.63,2017/18,La Liga|Las Palmas|2017/18
French Ligue 1,108,Paris Saint-Germain,70,38,50,58,15,22,18,17,38,2.84,2017/18,French Ligue 1|Paris Saint-Germain|2017/18
French Ligue 1,87,Olympique Lyonnais,38,49,41,46,12,14,17,17,38,2.29,2017/18,French Ligue 1|Olympique Lyonnais|2017/18
French Ligue 1,85,AS Monaco,47,38,43,42,11,12,18,16,38,2.24,2017/18,French Ligue 1|AS Monaco|2017/18
French Ligue 1,80,Olympique Marseille,44,36,38,42,15,15,18,17,38,2.11,2017/18,French Ligue 1|Olympique Marseille|2017/18
French Ligue 1,55,Dijon FCO,35,20,26,29,7,6,18,13,38,1.45,2017/18,French Ligue 1|Dijon FCO|2017/18
French Ligue 1,53,Girondins De Bordeaux,27,26,30,23,8,7,11,13,38,1.39,2017/18,French Ligue 1|Girondins De Bordeaux|2017/18
French Ligue 1,53,OGC Nice,29,24,24,29,7,8,17,14,38,1.39,2017/18,French Ligue 1|OGC Nice|2017/18
French Ligue 1,50,Stade Rennes,21,29,19,31,11,14,15,18,38,1.32,2017/18,French Ligue 1|Stade Rennes|2017/18
French Ligue 1,48,En Avant Guingamp,30,18,18,30,4,11,14,13,38,1.26,2017/18,French Ligue 1|En Avant Guingamp|2017/18
French Ligue 1,47,AS Saint-Etienne,32,15,21,26,7,6,16,12,38,1.24,2017/18,French Ligue 1|AS Saint-Etienne|2017/18
French Ligue 1,44,RC Strasbourg,27,17,18,26,5,8,13,11,38,1.16,2017/18,French Ligue 1|RC Strasbourg|2017/18
French Ligue 1,42,Angers SCO,23,19,17,25,8,8,13,13,38,1.11,2017/18,French Ligue 1|Angers SCO|2017/18
French Ligue 1,41,Lille OSC,24,17,15,26,4,9,13,11,38,1.08,2017/18,French Ligue 1|Lille OSC|2017/18
French Ligue 1,38,Toulouse,23,15,18,20,4,7,14,12,38,1,2017/18,French Ligue 1|Toulouse|2017/18
French Ligue 1,37,SC Amiens,26,11,18,19,4,8,13,9,38,0.97,2017/18,French Ligue 1|SC Amiens|2017/18
French Ligue 1,36,Montpellier HSC,20,16,15,21,2,5,14,12,38,0.95,2017/18,French Ligue 1|Montpellier HSC|2017/18
French Ligue 1,36,FC Nantes,15,21,18,18,5,7,12,16,38,0.95,2017/18,French Ligue 1|FC Nantes|2017/18
French Ligue 1,34,FC Metz,16,18,14,20,4,6,11,11,38,0.89,2017/18,French Ligue 1|FC Metz|2017/18
French Ligue 1,32,Troyes AC,17,15,13,19,6,8,9,12,38,0.84,2017/18,French Ligue 1|Troyes AC|2017/18
French Ligue 1,27,Caen,17,10,11,16,5,10,12,8,38,0.71,2017/18,French Ligue 1|Caen|2017/18
Eredivisie,89,AFC Ajax,45,44,27,62,4,17,16,15,34,2.62,2017/18,Eredivisie|AFC Ajax|2017/18
Eredivisie,87,PSV Eindhoven,44,43,36,51,10,16,16,14,34,2.56,2017/18,Eredivisie|PSV Eindhoven|2017/18
Eredivisie,76,Feyenoord,37,39,38,38,15,11,15,14,34,2.24,2017/18,Eredivisie|Feyenoord|2017/18
Eredivisie,72,AZ Alkmaar,40,32,27,45,8,19,14,16,34,2.12,2017/18,Eredivisie|AZ Alkmaar|2017/18
Eredivisie,63,Vitesse Arnhem,35,28,28,35,5,9,14,14,34,1.85,2017/18,Eredivisie|Vitesse Arnhem|2017/18
Eredivisie,58,FC Utrecht,32,26,28,30,9,7,16,14,34,1.71,2017/18,Eredivisie|FC Utrecht|2017/18
Eredivisie,50,FC Groningen,32,18,19,31,7,9,14,13,34,1.47,2017/18,Eredivisie|FC Groningen|2017/18
Eredivisie,50,Willem II Tilburg,31,19,25,25,10,4,16,11,34,1.47,2017/18,Eredivisie|Willem II Tilburg|2017/18
Eredivisie,50,Heracles Almelo,29,21,19,31,9,13,16,12,34,1.47,2017/18,Eredivisie|Heracles Almelo|2017/18
Eredivisie,48,SC Heerenveen,21,27,20,28,6,6,14,15,34,1.41,2017/18,Eredivisie|SC Heerenveen|2017/18
Eredivisie,45,ADO Den Haag,26,19,18,27,3,8,13,10,34,1.32,2017/18,Eredivisie|ADO Den Haag|2017/18
Eredivisie,42,PEC Zwolle,27,15,18,24,6,9,14,9,34,1.24,2017/18,Eredivisie|PEC Zwolle|2017/18
Eredivisie,42,Roda JC Kerkrade,21,21,21,21,6,7,13,12,34,1.24,2017/18,Eredivisie|Roda JC Kerkrade|2017/18
Eredivisie,41,SBV Excelsior,16,25,22,19,6,6,12,14,34,1.21,2017/18,Eredivisie|SBV Excelsior|2017/18
Eredivisie,41,NAC Breda,26,15,18,23,5,7,12,12,34,1.21,2017/18,Eredivisie|NAC Breda|2017/18
Eredivisie,37,FC Twente,25,12,19,18,7,3,14,9,34,1.09,2017/18,Eredivisie|FC Twente|2017/18
Eredivisie,35,VVV Venlo,19,16,15,20,4,8,10,12,34,1.03,2017/18,Eredivisie|VVV Venlo|2017/18
Eredivisie,34,Sparta Rotterdam,21,13,17,17,4,7,13,9,34,1,2017/18,Eredivisie|Sparta Rotterdam|2017/18
Serie A,89,SS Lazio,45,44,42,47,10,16,16,18,38,2.34,2017/18,Serie A|SS Lazio|2017/18
Serie A,86,Juventus,45,41,35,51,9,16,17,17,38,2.26,2017/18,Serie A|Juventus|2017/18
Serie A,77,Napoli,43,34,35,42,10,13,16,15,38,2.03,2017/18,Serie A|Napoli|2017/18
Serie A,66,Internazionale,37,29,26,40,8,12,17,12,38,1.74,2017/18,Serie A|Internazionale|2017/18
Serie A,61,AS Roma,31,30,28,33,9,6,14,16,38,1.61,2017/18,Serie A|AS Roma|2017/18
Serie A,57,Atalanta,30,27,23,34,5,8,16,16,38,1.5,2017/18,Serie A|Atalanta|2017/18
Serie A,56,AC Milan,25,31,28,28,10,7,11,17,38,1.47,2017/18,Serie A|AC Milan|2017/18
Serie A,56,Sampdoria,36,20,26,30,7,13,15,12,38,1.47,2017/18,Serie A|Sampdoria|2017/18
Serie A,54,Fiorentina,27,27,26,28,8,9,15,15,38,1.42,2017/18,Serie A|Fiorentina|2017/18
Serie A,54,Torino,29,25,25,29,6,9,15,14,38,1.42,2017/18,Serie A|Torino|2017/18
Serie A,48,Udinese,24,24,24,24,9,6,14,15,38,1.26,2017/18,Serie A|Udinese|2017/18
Serie A,40,FC Crotone,23,17,18,22,5,7,12,11,38,1.05,2017/18,Serie A|FC Crotone|2017/18
Serie A,40,Bologna,25,15,21,19,6,6,16,11,38,1.05,2017/18,Serie A|Bologna|2017/18
Serie A,39,SPAL,22,17,16,23,3,7,13,12,38,1.03,2017/18,Serie A|SPAL|2017/18
Serie A,36,Chievo,22,14,13,23,4,6,14,10,38,0.95,2017/18,Serie A|Chievo|2017/18
Serie A,33,Benevento,23,10,11,22,2,8,13,7,38,0.87,2017/18,Serie A|Benevento|2017/18
Serie A,33,Genoa,23,10,12,21,7,8,15,7,38,0.87,2017/18,Serie A|Genoa|2017/18
Serie A,33,Cagliari,18,15,14,19,3,7,11,12,38,0.87,2017/18,Serie A|Cagliari|2017/18
Serie A,30,Hellas Verona,14,16,12,18,6,4,10,9,38,0.79,2017/18,Serie A|Hellas Verona|2017/18
Serie A,29,Sassuolo,11,18,14,15,1,3,9,15,38,0.76,2017/18,Serie A|Sassuolo|2017/18
Scottish Premiership,76,Rangers,32,44,38,38,8,11,15,17,38,2,2017/18,Scottish Premiership|Rangers|2017/18
Scottish Premiership,73,Celtic,38,35,35,38,9,9,14,16,38,1.92,2017/18,Scottish Premiership|Celtic|2017/18
Scottish Premiership,62,Hibernian,39,23,26,36,10,10,18,16,38,1.63,2017/18,Scottish Premiership|Hibernian|2017/18
Scottish Premiership,56,Aberdeen,30,26,29,27,9,6,14,12,38,1.47,2017/18,Scottish Premiership|Aberdeen|2017/18
Scottish Premiership,49,Kilmarnock,27,22,19,30,8,6,14,15,38,1.29,2017/18,Scottish Premiership|Kilmarnock|2017/18
Scottish Premiership,47,Hamilton Academical,26,21,19,28,7,10,16,12,38,1.24,2017/18,Scottish Premiership|Hamilton Academical|2017/18
Scottish Premiership,43,Motherwell,26,17,15,28,4,3,15,12,38,1.13,2017/18,Scottish Premiership|Motherwell|2017/18
Scottish Premiership,42,St Johnstone,17,25,17,25,5,10,12,12,38,1.11,2017/18,Scottish Premiership|St Johnstone|2017/18
Scottish Premiership,40,Ross County,23,17,19,21,6,8,14,10,38,1.05,2017/18,Scottish Premiership|Ross County|2017/18
Scottish Premiership,39,Heart of Midlothian,23,16,19,20,3,3,15,12,38,1.03,2017/18,Scottish Premiership|Heart of Midlothian|2017/18
Scottish Premiership,36,Dundee,18,18,15,21,6,10,11,13,38,0.95,2017/18,Scottish Premiership|Dundee|2017/18
Scottish Premiership,31,Partick Thistle,20,11,17,14,6,5,12,9,38,0.82,2017/18,Scottish Premiership|Partick Thistle|2017/18
