League,Country,Team,Players,Season,KEY
Premier League,Curacao,,1,2017/18,Premier League||2017/18
Premier League,Estonia,,1,2017/18,Premier League||2017/18
Premier League,Canada,,1,2017/18,Premier League||2017/18
Premier League,Ukraine,,1,2017/18,Premier League||2017/18
Premier League,Slovakia,,1,2017/18,Premier League||2017/18
Premier League,Ecuador,,1,2017/18,Premier League||2017/18
Premier League,Benin,,1,2017/18,Premier League||2017/18
Premier League,Kenya,,1,2017/18,Premier League||2017/18
Premier League,Bermuda,,1,2017/18,Premier League||2017/18
Premier League,Czech Republic,,1,2017/18,Premier League||2017/18
Premier League,Gabon,,1,2017/18,Premier League||2017/18
Premier League,Peru,,1,2017/18,Premier League||2017/18
Premier League,Tunisia,,1,2017/18,Premier League||2017/18
Bundesliga,Germany,,208,2017/18,Bundesliga||2017/18
Bundesliga,Austria,,22,2017/18,Bundesliga||2017/18
Bundesliga,Switzerland,,21,2017/18,Bundesliga||2017/18
Bundesliga,France,,21,2017/18,Bundesliga||2017/18
Bundesliga,Brazil,,13,2017/18,Bundesliga||2017/18
Bundesliga,Spain,,11,2017/18,Bundesliga||2017/18
Bundesliga,Netherlands,,11,2017/18,Bundesliga||2017/18
Bundesliga,Serbia,,9,2017/18,Bundesliga||2017/18
Bundesliga,Japan,,9,2017/18,Bundesliga||2017/18
Bundesliga,United States,,8,2017/18,Bundesliga||2017/18
Bundesliga,Poland,,8,2017/18,Bundesliga||2017/18
Bundesliga,Denmark,,8,2017/18,Bundesliga||2017/18
Bundesliga,Turkey,,7,2017/18,Bundesliga||2017/18
Bundesliga,Sweden,,7,2017/18,Bundesliga||2017/18
Bundesliga,Croatia,,6,2017/18,Bundesliga||2017/18
Bundesliga,Bosnia and Herzegovina,,6,2017/18,Bundesliga||2017/18
Bundesliga,Argentina,,6,2017/18,Bundesliga||2017/18
Bundesliga,Belgium,,6,2017/18,Bundesliga||2017/18
Bundesliga,England,,6,2017/18,Bundesliga||2017/18
Bundesliga,Czech Republic,,5,2017/18,Bundesliga||2017/18
Bundesliga,Norway,,5,2017/18,Bundesliga||2017/18
Bundesliga,Ghana,,5,2017/18,Bundesliga||2017/18
Bundesliga,Greece,,5,2017/18,Bundesliga||2017/18
Bundesliga,Slovakia,,4,2017/18,Bundesliga||2017/18
Bundesliga,Italy,,3,2017/18,Bundesliga||2017/18
Bundesliga,Finland,,3,2017/18,Bundesliga||2017/18
Bundesliga,Nigeria,,3,2017/18,Bundesliga||2017/18
Bundesliga,Chile,,3,2017/18,Bundesliga||2017/18
Bundesliga,Albania,,2,2017/18,Bundesliga||2017/18
Bundesliga,Democratic Republic of Congo,,2,2017/18,Bundesliga||2017/18
Bundesliga,Paraguay,,2,2017/18,Bundesliga||2017/18
Bundesliga,Slovenia,,2,2017/18,Bundesliga||2017/18
Bundesliga,South Korea,,2,2017/18,Bundesliga||2017/18
Bundesliga,Tunisia,,2,2017/18,Bundesliga||2017/18
Bundesliga,Senegal,,2,2017/18,Bundesliga||2017/18
Bundesliga,Hungary,,2,2017/18,Bundesliga||2017/18
Bundesliga,Kosovo,,2,2017/18,Bundesliga||2017/18
Bundesliga,Algeria,,2,2017/18,Bundesliga||2017/18
Bundesliga,Mexico,,2,2017/18,Bundesliga||2017/18
Bundesliga,Ukraine,,2,2017/18,Bundesliga||2017/18
Bundesliga,Colombia,,2,2017/18,Bundesliga||2017/18
Bundesliga,Guinea,,2,2017/18,Bundesliga||2017/18
Bundesliga,Morocco,,2,2017/18,Bundesliga||2017/18
Bundesliga,Portugal,,2,2017/18,Bundesliga||2017/18
Bundesliga,Gabon,,1,2017/18,Bundesliga||2017/18
Bundesliga,Jamaica,,1,2017/18,Bundesliga||2017/18
Bundesliga,Australia,,1,2017/18,Bundesliga||2017/18
Bundesliga,Israel,,1,2017/18,Bundesliga||2017/18
Bundesliga,Romania,,1,2017/18,Bundesliga||2017/18
Bundesliga,Venezuela,,1,2017/18,Bundesliga||2017/18
Bundesliga,Togo,,1,2017/18,Bundesliga||2017/18
Bundesliga,Iceland,,1,2017/18,Bundesliga||2017/18
Bundesliga,Peru,,1,2017/18,Bundesliga||2017/18
Bundesliga,The Gambia,,1,2017/18,Bundesliga||2017/18
Bundesliga,"Cote d'Ivoire",,1,2017/18,Bundesliga||2017/18
La Liga,Spain,,321,2017/18,La Liga||2017/18
La Liga,Argentina,,36,2017/18,La Liga||2017/18
La Liga,France,,26,2017/18,La Liga||2017/18
La Liga,Brazil,,20,2017/18,La Liga||2017/18
La Liga,Uruguay,,17,2017/18,La Liga||2017/18
La Liga,Portugal,,13,2017/18,La Liga||2017/18
La Liga,Colombia,,12,2017/18,La Liga||2017/18
La Liga,Italy,,7,2017/18,La Liga||2017/18
La Liga,Serbia,,7,2017/18,La Liga||2017/18
La Liga,Morocco,,7,2017/18,La Liga||2017/18
La Liga,Denmark,,6,2017/18,La Liga||2017/18
La Liga,Nigeria,,6,2017/18,La Liga||2017/18
La Liga,Belgium,,5,2017/18,La Liga||2017/18
La Liga,Croatia,,5,2017/18,La Liga||2017/18
La Liga,Chile,,4,2017/18,La Liga||2017/18
La Liga,Ghana,,4,2017/18,La Liga||2017/18
La Liga,Senegal,,4,2017/18,La Liga||2017/18
La Liga,Mexico,,4,2017/18,La Liga||2017/18
La Liga,Venezuela,,4,2017/18,La Liga||2017/18
La Liga,Costa Rica,,4,2017/18,La Liga||2017/18
La Liga,Paraguay,,3,2017/18,La Liga||2017/18
La Liga,Romania,,3,2017/18,La Liga||2017/18
La Liga,Algeria,,3,2017/18,La Liga||2017/18
La Liga,Turkey,,3,2017/18,La Liga||2017/18
La Liga,Germany,,3,2017/18,La Liga||2017/18
La Liga,Mauritania,,2,2017/18,La Liga||2017/18
La Liga,Slovakia,,2,2017/18,La Liga||2017/18
La Liga,Saudi Arabia,,2,2017/18,La Liga||2017/18
La Liga,Japan,,2,2017/18,La Liga||2017/18
La Liga,"Cote d'Ivoire",,1,2017/18,La Liga||2017/18
La Liga,Togo,,1,2017/18,La Liga||2017/18
La Liga,Slovenia,,1,2017/18,La Liga||2017/18
La Liga,Dominican Republic,,1,2017/18,La Liga||2017/18
La Liga,Honduras,,1,2017/18,La Liga||2017/18
La Liga,Serbia and Montenegro,,1,2017/18,La Liga||2017/18
La Liga,Guadeloupe,,1,2017/18,La Liga||2017/18
La Liga,Bosnia and Herzegovina,,1,2017/18,La Liga||2017/18
La Liga,Sweden,,1,2017/18,La Liga||2017/18
La Liga,Ukraine,,1,2017/18,La Liga||2017/18
La Liga,Wales,,1,2017/18,La Liga||2017/18
La Liga,Montenegro,,1,2017/18,La Liga||2017/18
La Liga,Democratic Republic of Congo,,1,2017/18,La Liga||2017/18
La Liga,United States,,1,2017/18,La Liga||2017/18
La Liga,Russia,,1,2017/18,La Liga||2017/18
La Liga,Macedonia,,1,2017/18,La Liga||2017/18
La Liga,Albania,,1,2017/18,La Liga||2017/18
La Liga,Kenya,,1,2017/18,La Liga||2017/18
La Liga,Poland,,1,2017/18,La Liga||2017/18
La Liga,Cameroon,,1,2017/18,La Liga||2017/18
La Liga,Switzerland,,1,2017/18,La Liga||2017/18
La Liga,Greece,,1,2017/18,La Liga||2017/18
La Liga,Ecuador,,1,2017/18,La Liga||2017/18
La Liga,Netherlands,,1,2017/18,La Liga||2017/18
French Ligue 1,France,,287,2017/18,French Ligue 1||2017/18
French Ligue 1,Brazil,,33,2017/18,French Ligue 1||2017/18
French Ligue 1,Senegal,,22,2017/18,French Ligue 1||2017/18
French Ligue 1,"Cote d'Ivoire",,13,2017/18,French Ligue 1||2017/18
French Ligue 1,Portugal,,11,2017/18,French Ligue 1||2017/18
French Ligue 1,Argentina,,11,2017/18,French Ligue 1||2017/18
French Ligue 1,Mali,,10,2017/18,French Ligue 1||2017/18
French Ligue 1,Cameroon,,10,2017/18,French Ligue 1||2017/18
French Ligue 1,Tunisia,,7,2017/18,French Ligue 1||2017/18
French Ligue 1,Morocco,,6,2017/18,French Ligue 1||2017/18
French Ligue 1,Netherlands,,6,2017/18,French Ligue 1||2017/18
French Ligue 1,Guinea,,6,2017/18,French Ligue 1||2017/18
French Ligue 1,Belgium,,6,2017/18,French Ligue 1||2017/18
French Ligue 1,Serbia,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Switzerland,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Italy,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Sweden,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Burkina Faso,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Benin,,5,2017/18,French Ligue 1||2017/18
French Ligue 1,Germany,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Algeria,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Cape Verde,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,South Africa,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Spain,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Democratic Republic of Congo,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Republic of the Congo,,4,2017/18,French Ligue 1||2017/18
French Ligue 1,Croatia,,3,2017/18,French Ligue 1||2017/18
French Ligue 1,French Guiana,,3,2017/18,French Ligue 1||2017/18
French Ligue 1,Luxembourg,,3,2017/18,French Ligue 1||2017/18
French Ligue 1,Poland,,3,2017/18,French Ligue 1||2017/18
French Ligue 1,Slovenia,,3,2017/18,French Ligue 1||2017/18
French Ligue 1,South Korea,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Denmark,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Haiti,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Czech Republic,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Gabon,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,New Caledonia,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Martinique,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Japan,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Norway,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Colombia,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Bosnia and Herzegovina,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Uruguay,,2,2017/18,French Ligue 1||2017/18
French Ligue 1,Dominican Republic,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,United States,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Romania,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Nigeria,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Mozambique,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Guinea-Bissau,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,The Gambia,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Paraguay,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Hungary,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Chad,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Niger,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Greece,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Slovakia,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Montenegro,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Togo,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Venezuela,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Finland,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Albania,,1,2017/18,French Ligue 1||2017/18
French Ligue 1,Iceland,,1,2017/18,French Ligue 1||2017/18
Eredivisie,Netherlands,,286,2017/18,Eredivisie||2017/18
Eredivisie,Germany,,24,2017/18,Eredivisie||2017/18
Eredivisie,Belgium,,21,2017/18,Eredivisie||2017/18
Eredivisie,Denmark,,15,2017/18,Eredivisie||2017/18
Eredivisie,Morocco,,10,2017/18,Eredivisie||2017/18
Eredivisie,England,,10,2017/18,Eredivisie||2017/18
Eredivisie,Norway,,9,2017/18,Eredivisie||2017/18
Eredivisie,Spain,,6,2017/18,Eredivisie||2017/18
Eredivisie,France,,6,2017/18,Eredivisie||2017/18
Eredivisie,Australia,,5,2017/18,Eredivisie||2017/18
Eredivisie,Slovenia,,5,2017/18,Eredivisie||2017/18
Eredivisie,Nigeria,,5,2017/18,Eredivisie||2017/18
Eredivisie,Curacao,,4,2017/18,Eredivisie||2017/18
Eredivisie,Greece,,4,2017/18,Eredivisie||2017/18
Eredivisie,Sweden,,4,2017/18,Eredivisie||2017/18
Eredivisie,Austria,,3,2017/18,Eredivisie||2017/18
Eredivisie,Finland,,3,2017/18,Eredivisie||2017/18
Eredivisie,Bosnia and Herzegovina,,3,2017/18,Eredivisie||2017/18
Eredivisie,Czech Republic,,3,2017/18,Eredivisie||2017/18
Eredivisie,Colombia,,3,2017/18,Eredivisie||2017/18
Eredivisie,Brazil,,3,2017/18,Eredivisie||2017/18
Eredivisie,Iceland,,3,2017/18,Eredivisie||2017/18
Eredivisie,United States,,3,2017/18,Eredivisie||2017/18
Eredivisie,Kosovo,,3,2017/18,Eredivisie||2017/18
Eredivisie,Poland,,3,2017/18,Eredivisie||2017/18
Eredivisie,Argentina,,2,2017/18,Eredivisie||2017/18
Eredivisie,Iran,,2,2017/18,Eredivisie||2017/18
Eredivisie,Japan,,2,2017/18,Eredivisie||2017/18
Eredivisie,Mexico,,2,2017/18,Eredivisie||2017/18
Eredivisie,New Zealand,,2,2017/18,Eredivisie||2017/18
Eredivisie,Cameroon,,2,2017/18,Eredivisie||2017/18
Eredivisie,Russia,,1,2017/18,Eredivisie||2017/18
Eredivisie,Georgia,,1,2017/18,Eredivisie||2017/18
Eredivisie,Trinidad and Tobago,,1,2017/18,Eredivisie||2017/18
Eredivisie,Chile,,1,2017/18,Eredivisie||2017/18
Eredivisie,Ghana,,1,2017/18,Eredivisie||2017/18
Eredivisie,Romania,,1,2017/18,Eredivisie||2017/18
Eredivisie,Haiti,,1,2017/18,Eredivisie||2017/18
Eredivisie,Serbia,,1,2017/18,Eredivisie||2017/18
Eredivisie,Macedonia,,1,2017/18,Eredivisie||2017/18
Eredivisie,South Africa,,1,2017/18,Eredivisie||2017/18
Eredivisie,Estonia,,1,2017/18,Eredivisie||2017/18
Eredivisie,Aruba,,1,2017/18,Eredivisie||2017/18
Eredivisie,"Cote d'Ivoire",,1,2017/18,Eredivisie||2017/18
Eredivisie,Turkey,,1,2017/18,Eredivisie||2017/18
Eredivisie,Peru,,1,2017/18,Eredivisie||2017/18
Eredivisie,Uruguay,,1,2017/18,Eredivisie||2017/18
Serie A,Italy,,244,2017/18,Serie A||2017/18
Serie A,Brazil,,34,2017/18,Serie A||2017/18
Serie A,Argentina,,30,2017/18,Serie A||2017/18
Serie A,France,,19,2017/18,Serie A||2017/18
Serie A,Croatia,,14,2017/18,Serie A||2017/18
Serie A,Serbia,,12,2017/18,Serie A||2017/18
Serie A,Uruguay,,12,2017/18,Serie A||2017/18
Serie A,Poland,,12,2017/18,Serie A||2017/18
Serie A,Spain,,11,2017/18,Serie A||2017/18
Serie A,Portugal,,10,2017/18,Serie A||2017/18
Serie A,Belgium,,9,2017/18,Serie A||2017/18
Serie A,Netherlands,,8,2017/18,Serie A||2017/18
Serie A,Ghana,,7,2017/18,Serie A||2017/18
Serie A,Sweden,,7,2017/18,Serie A||2017/18
Serie A,Switzerland,,7,2017/18,Serie A||2017/18
Serie A,Slovenia,,6,2017/18,Serie A||2017/18
Serie A,Bosnia and Herzegovina,,6,2017/18,Serie A||2017/18
Serie A,Romania,,6,2017/18,Serie A||2017/18
Serie A,Albania,,6,2017/18,Serie A||2017/18
Serie A,Colombia,,5,2017/18,Serie A||2017/18
Serie A,Czech Republic,,5,2017/18,Serie A||2017/18
Serie A,Senegal,,5,2017/18,Serie A||2017/18
Serie A,Germany,,5,2017/18,Serie A||2017/18
Serie A,Greece,,4,2017/18,Serie A||2017/18
Serie A,Morocco,,4,2017/18,Serie A||2017/18
Serie A,Nigeria,,4,2017/18,Serie A||2017/18
Serie A,Slovakia,,3,2017/18,Serie A||2017/18
Serie A,Mali,,3,2017/18,Serie A||2017/18
Serie A,Algeria,,3,2017/18,Serie A||2017/18
Serie A,Denmark,,3,2017/18,Serie A||2017/18
Serie A,Montenegro,,2,2017/18,Serie A||2017/18
Serie A,Turkey,,2,2017/18,Serie A||2017/18
Serie A,Bulgaria,,2,2017/18,Serie A||2017/18
Serie A,Finland,,2,2017/18,Serie A||2017/18
Serie A,"Cote d'Ivoire",,2,2017/18,Serie A||2017/18
Serie A,Venezuela,,2,2017/18,Serie A||2017/18
Serie A,Guinea,,2,2017/18,Serie A||2017/18
Serie A,Macedonia,,1,2017/18,Serie A||2017/18
Serie A,Paraguay,,1,2017/18,Serie A||2017/18
Serie A,Iceland,,1,2017/18,Serie A||2017/18
Serie A,Jamaica,,1,2017/18,Serie A||2017/18
Serie A,Hungary,,1,2017/18,Serie A||2017/18
Serie A,Guadeloupe,,1,2017/18,Serie A||2017/18
Serie A,Libya,,1,2017/18,Serie A||2017/18
Serie A,Chile,,1,2017/18,Serie A||2017/18
Serie A,Moldova,,1,2017/18,Serie A||2017/18
Serie A,Mexico,,1,2017/18,Serie A||2017/18
Serie A,Angola,,1,2017/18,Serie A||2017/18
Serie A,Japan,,1,2017/18,Serie A||2017/18
Serie A,Liechtenstein,,1,2017/18,Serie A||2017/18
Serie A,Cameroon,,1,2017/18,Serie A||2017/18
Serie A,Iraq,,1,2017/18,Serie A||2017/18
Serie A,Norway,,1,2017/18,Serie A||2017/18
Serie A,Costa Rica,,1,2017/18,Serie A||2017/18
Serie A,South Korea,,1,2017/18,Serie A||2017/18
Serie A,The Gambia,,1,2017/18,Serie A||2017/18
Serie A,Ecuador,,1,2017/18,Serie A||2017/18
Serie A,North Korea,,1,2017/18,Serie A||2017/18
Scottish Premiership,Scotland,,183,2017/18,Scottish Premiership||2017/18
Scottish Premiership,England,,68,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Republic of Ireland,,16,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Northern Ireland,,13,2017/18,Scottish Premiership||2017/18
Scottish Premiership,France,,9,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Australia,,5,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Portugal,,5,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Netherlands,,5,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Canada,,3,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Greece,,3,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Lithuania,,3,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Denmark,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Czech Republic,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Democratic Republic of Congo,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Mexico,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Italy,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Belgium,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Israel,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Angola,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Spain,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Wales,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Switzerland,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Nigeria,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Poland,,2,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Ghana,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Finland,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Iran,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Costa Rica,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,"Cote d'Ivoire",,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Cameroon,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Estonia,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Norway,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Serbia,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Bosnia and Herzegovina,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Croatia,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Argentina,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Cyprus,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Sierra Leone,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Morocco,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Sweden,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Colombia,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Tunisia,,1,2017/18,Scottish Premiership||2017/18
Scottish Premiership,Iceland,,1,2017/18,Scottish Premiership||2017/18
