League,Goals For,Team,GF Home,GF Away,GF First Half,GF Second Half,GF First 15 mins,GF Last 10 mins,GF Home Matches Scored In,GF Away Matches Scored In,GF Pld,GF Per Match,Season,KEY
Bundesliga,45,"Borussia M'gladbach",26,19,20,25,4,7,14,11,34,1.32,2016/17,"Bundesliga|Borussia M'gladbach|2016/17"
Bundesliga,44,1. FSV Mainz 05,30,14,22,22,9,10,14,9,34,1.29,2016/17,Bundesliga|1. FSV Mainz 05|2016/17
Bundesliga,43,Hertha BSC,28,15,17,26,6,8,16,8,34,1.26,2016/17,Bundesliga|Hertha BSC|2016/17
Bundesliga,42,SC Freiburg,23,19,17,25,4,7,15,13,34,1.24,2016/17,Bundesliga|SC Freiburg|2016/17
Bundesliga,36,FC Ingolstadt 04,21,15,18,18,5,2,12,10,34,1.06,2016/17,Bundesliga|FC Ingolstadt 04|2016/17
Bundesliga,36,Eintracht Frankfurt,24,12,13,23,4,8,12,7,34,1.06,2016/17,Bundesliga|Eintracht Frankfurt|2016/17
Bundesliga,35,FC Augsburg,22,13,13,22,3,7,14,9,34,1.03,2016/17,Bundesliga|FC Augsburg|2016/17
Bundesliga,34,VfL Wolfsburg,15,19,14,20,4,7,11,12,34,1,2016/17,Bundesliga|VfL Wolfsburg|2016/17
Bundesliga,33,Hamburger SV,21,12,14,19,4,9,13,8,34,0.97,2016/17,Bundesliga|Hamburger SV|2016/17
Bundesliga,28,SV Darmstadt 98,18,10,11,17,4,6,10,6,34,0.82,2016/17,Bundesliga|SV Darmstadt 98|2016/17
La Liga,116,Barcelona,64,52,44,72,7,23,18,18,38,3.05,2016/17,La Liga|Barcelona|2016/17
La Liga,106,Real Madrid,48,58,54,52,16,23,19,19,38,2.79,2016/17,La Liga|Real Madrid|2016/17
La Liga,70,Atletico Madrid,40,30,24,46,11,21,16,14,38,1.84,2016/17,La Liga|Atletico Madrid|2016/17
La Liga,69,Sevilla,39,30,29,40,8,19,17,16,38,1.82,2016/17,La Liga|Sevilla|2016/17
La Liga,59,Real Sociedad,30,29,24,35,6,8,15,15,38,1.55,2016/17,La Liga|Real Sociedad|2016/17
La Liga,56,Villarreal,35,21,27,29,6,9,15,13,38,1.47,2016/17,La Liga|Villarreal|2016/17
La Liga,56,Eibar,29,27,27,29,10,5,14,14,38,1.47,2016/17,La Liga|Eibar|2016/17
La Liga,56,Valencia,32,24,30,26,9,6,16,15,38,1.47,2016/17,La Liga|Valencia|2016/17
La Liga,53,Athletic Bilbao,36,17,23,30,7,8,17,12,38,1.39,2016/17,La Liga|Athletic Bilbao|2016/17
La Liga,53,Celta Vigo,30,23,21,32,6,11,12,13,38,1.39,2016/17,La Liga|Celta Vigo|2016/17
La Liga,53,Las Palmas,33,20,20,33,6,10,15,12,38,1.39,2016/17,La Liga|Las Palmas|2016/17
La Liga,49,Malaga,32,17,20,29,2,12,14,12,38,1.29,2016/17,La Liga|Malaga|2016/17
La Liga,49,Espanyol,28,21,20,29,7,9,12,14,38,1.29,2016/17,La Liga|Espanyol|2016/17
La Liga,43,Deportivo La Coruna,27,16,24,19,7,5,14,11,38,1.13,2016/17,La Liga|Deportivo La Coruna|2016/17
La Liga,42,Sporting Gijon,26,16,15,27,4,8,16,13,38,1.11,2016/17,La Liga|Sporting Gijon|2016/17
La Liga,41,Real Betis,22,19,17,24,3,7,14,13,38,1.08,2016/17,La Liga|Real Betis|2016/17
La Liga,41,CD Alaves,19,22,16,25,7,7,12,13,38,1.08,2016/17,La Liga|CD Alaves|2016/17
La Liga,40,Osasuna,23,17,17,23,5,6,14,12,38,1.05,2016/17,La Liga|Osasuna|2016/17
La Liga,36,CD Leganes,22,14,13,23,4,8,11,12,38,0.95,2016/17,La Liga|CD Leganes|2016/17
La Liga,30,Granada CF,17,13,16,14,2,3,12,12,38,0.79,2016/17,La Liga|Granada CF|2016/17
French Ligue 1,107,AS Monaco,63,44,45,62,15,20,19,18,38,2.82,2016/17,French Ligue 1|AS Monaco|2016/17
French Ligue 1,83,Paris Saint-Germain,42,41,36,47,9,15,17,17,38,2.18,2016/17,French Ligue 1|Paris Saint-Germain|2016/17
French Ligue 1,80,Olympique Lyonnais,46,34,35,45,8,20,19,15,38,2.11,2016/17,French Ligue 1|Olympique Lyonnais|2016/17
French Ligue 1,63,OGC Nice,39,24,31,32,13,12,17,16,38,1.66,2016/17,French Ligue 1|OGC Nice|2016/17
French Ligue 1,57,Olympique Marseille,33,24,22,35,9,8,16,12,38,1.5,2016/17,French Ligue 1|Olympique Marseille|2016/17
French Ligue 1,53,Girondins De Bordeaux,27,26,23,30,9,9,13,15,38,1.39,2016/17,French Ligue 1|Girondins De Bordeaux|2016/17
French Ligue 1,48,Montpellier HSC,28,20,23,25,11,7,15,13,38,1.26,2016/17,French Ligue 1|Montpellier HSC|2016/17
French Ligue 1,46,Dijon FCO,27,19,26,20,5,8,13,13,38,1.21,2016/17,French Ligue 1|Dijon FCO|2016/17
French Ligue 1,46,En Avant Guingamp,28,18,13,33,2,6,16,11,38,1.21,2016/17,French Ligue 1|En Avant Guingamp|2016/17
French Ligue 1,44,Lorient,25,19,12,32,2,8,15,9,38,1.16,2016/17,French Ligue 1|Lorient|2016/17
French Ligue 1,41,AS Saint-Etienne,24,17,11,30,3,11,13,11,38,1.08,2016/17,French Ligue 1|AS Saint-Etienne|2016/17
French Ligue 1,40,Angers SCO,23,17,16,24,5,6,13,11,38,1.05,2016/17,French Ligue 1|Angers SCO|2016/17
French Ligue 1,40,Lille OSC,24,16,15,25,5,8,14,11,38,1.05,2016/17,French Ligue 1|Lille OSC|2016/17
French Ligue 1,40,FC Nantes,19,21,18,22,5,4,11,14,38,1.05,2016/17,French Ligue 1|FC Nantes|2016/17
French Ligue 1,39,FC Metz,27,12,16,23,4,7,15,7,38,1.03,2016/17,French Ligue 1|FC Metz|2016/17
French Ligue 1,37,Toulouse,28,9,14,23,5,7,13,8,38,0.97,2016/17,French Ligue 1|Toulouse|2016/17
French Ligue 1,36,Stade Rennes,26,10,13,23,3,11,18,9,38,0.95,2016/17,French Ligue 1|Stade Rennes|2016/17
French Ligue 1,36,Caen,21,15,17,19,4,8,11,11,38,0.95,2016/17,French Ligue 1|Caen|2016/17
French Ligue 1,29,SC Bastia,17,12,11,18,1,5,13,8,38,0.76,2016/17,French Ligue 1|SC Bastia|2016/17
French Ligue 1,29,AS Nancy,21,8,13,16,3,4,11,6,38,0.76,2016/17,French Ligue 1|AS Nancy|2016/17
Eredivisie,86,Feyenoord,56,30,39,47,10,23,17,14,34,2.53,2016/17,Eredivisie|Feyenoord|2016/17
Eredivisie,79,AFC Ajax,48,31,31,48,9,10,17,15,34,2.32,2016/17,Eredivisie|AFC Ajax|2016/17
Eredivisie,68,PSV Eindhoven,35,33,27,41,6,17,15,15,34,2,2016/17,Eredivisie|PSV Eindhoven|2016/17
Eredivisie,56,AZ Alkmaar,31,25,21,35,6,15,15,15,34,1.65,2016/17,Eredivisie|AZ Alkmaar|2016/17
Eredivisie,55,FC Groningen,25,30,29,26,11,9,14,11,34,1.62,2016/17,Eredivisie|FC Groningen|2016/17
Eredivisie,54,SC Heerenveen,26,28,20,34,8,11,14,15,34,1.59,2016/17,Eredivisie|SC Heerenveen|2016/17
Eredivisie,54,FC Utrecht,28,26,22,32,3,13,16,14,34,1.59,2016/17,Eredivisie|FC Utrecht|2016/17
Eredivisie,53,Heracles Almelo,32,21,21,32,5,13,14,14,34,1.56,2016/17,Eredivisie|Heracles Almelo|2016/17
Eredivisie,51,Vitesse Arnhem,31,20,28,23,5,7,13,13,34,1.5,2016/17,Eredivisie|Vitesse Arnhem|2016/17
Eredivisie,48,FC Twente,28,20,24,24,7,9,15,12,34,1.41,2016/17,Eredivisie|FC Twente|2016/17
Eredivisie,43,SBV Excelsior,27,16,27,16,12,5,14,12,34,1.26,2016/17,Eredivisie|SBV Excelsior|2016/17
Eredivisie,42,Sparta Rotterdam,24,18,17,25,5,13,14,11,34,1.24,2016/17,Eredivisie|Sparta Rotterdam|2016/17
Eredivisie,39,PEC Zwolle,19,20,16,23,7,8,11,13,34,1.15,2016/17,Eredivisie|PEC Zwolle|2016/17
Eredivisie,37,ADO Den Haag,22,15,20,17,6,6,11,12,34,1.09,2016/17,Eredivisie|ADO Den Haag|2016/17
Eredivisie,32,Go Ahead Eagles,20,12,15,17,5,7,13,8,34,0.94,2016/17,Eredivisie|Go Ahead Eagles|2016/17
Eredivisie,32,NEC Nijmegen,21,11,15,17,4,4,12,8,34,0.94,2016/17,Eredivisie|NEC Nijmegen|2016/17
Eredivisie,29,Willem II Tilburg,17,12,10,19,2,9,11,8,34,0.85,2016/17,Eredivisie|Willem II Tilburg|2016/17
Eredivisie,26,Roda JC Kerkrade,17,9,8,18,1,6,9,6,34,0.76,2016/17,Eredivisie|Roda JC Kerkrade|2016/17
Serie A,94,Napoli,44,50,37,57,11,9,18,17,38,2.47,2016/17,Serie A|Napoli|2016/17
Serie A,90,AS Roma,50,40,35,55,13,14,19,16,38,2.37,2016/17,Serie A|AS Roma|2016/17
Serie A,77,Juventus,48,29,37,40,14,12,19,18,38,2.03,2016/17,Serie A|Juventus|2016/17
Serie A,74,SS Lazio,40,34,34,40,10,14,15,15,38,1.95,2016/17,Serie A|SS Lazio|2016/17
Serie A,72,Internazionale,44,28,30,42,5,15,18,14,38,1.89,2016/17,Serie A|Internazionale|2016/17
Serie A,71,Torino,43,28,28,43,10,12,17,15,38,1.87,2016/17,Serie A|Torino|2016/17
Serie A,63,Fiorentina,34,29,22,41,2,13,17,15,38,1.66,2016/17,Serie A|Fiorentina|2016/17
Serie A,62,Atalanta,31,31,32,30,10,10,17,16,38,1.63,2016/17,Serie A|Atalanta|2016/17
Serie A,58,Sassuolo,27,31,27,31,9,9,12,18,38,1.53,2016/17,Serie A|Sassuolo|2016/17
Serie A,57,AC Milan,32,25,20,37,5,12,16,16,38,1.5,2016/17,Serie A|AC Milan|2016/17
Serie A,55,Cagliari,38,17,23,32,7,12,16,12,38,1.45,2016/17,Serie A|Cagliari|2016/17
Serie A,49,Sampdoria,28,21,18,31,5,15,15,17,38,1.29,2016/17,Serie A|Sampdoria|2016/17
Serie A,47,Udinese,30,17,19,28,5,7,17,9,38,1.24,2016/17,Serie A|Udinese|2016/17
Serie A,43,Chievo,25,18,15,28,4,8,16,12,38,1.13,2016/17,Serie A|Chievo|2016/17
Serie A,40,Bologna,24,16,17,23,7,5,11,13,38,1.05,2016/17,Serie A|Bologna|2016/17
Serie A,38,Genoa,24,14,14,24,6,7,13,8,38,1,2016/17,Serie A|Genoa|2016/17
Serie A,37,Pescara,19,18,15,22,6,14,12,12,38,0.97,2016/17,Serie A|Pescara|2016/17
Serie A,34,FC Crotone,21,13,17,17,4,10,13,10,38,0.89,2016/17,Serie A|FC Crotone|2016/17
Serie A,33,Palermo,13,20,15,18,7,8,11,16,38,0.87,2016/17,Serie A|Palermo|2016/17
Serie A,29,Empoli,16,13,14,15,4,6,11,7,38,0.76,2016/17,Serie A|Empoli|2016/17
Scottish Premiership,106,Celtic,47,59,44,62,8,23,19,19,38,2.79,2016/17,Scottish Premiership|Celtic|2016/17
Scottish Premiership,74,Aberdeen,34,40,37,37,6,13,14,15,38,1.95,2016/17,Scottish Premiership|Aberdeen|2016/17
Scottish Premiership,56,Rangers,31,25,22,34,5,12,18,17,38,1.47,2016/17,Scottish Premiership|Rangers|2016/17
Scottish Premiership,55,Heart of Midlothian,36,19,17,38,6,11,15,8,38,1.45,2016/17,Scottish Premiership|Heart of Midlothian|2016/17
Scottish Premiership,50,St Johnstone,25,25,18,32,4,12,16,15,38,1.32,2016/17,Scottish Premiership|St Johnstone|2016/17
Scottish Premiership,48,Ross County,28,20,21,27,7,9,16,13,38,1.26,2016/17,Scottish Premiership|Ross County|2016/17
Scottish Premiership,46,Motherwell,27,19,20,26,10,7,12,13,38,1.21,2016/17,Scottish Premiership|Motherwell|2016/17
Scottish Premiership,44,Inverness Cali,27,17,16,28,6,12,15,12,38,1.16,2016/17,Scottish Premiership|Inverness Cali|2016/17
Scottish Premiership,38,Partick Thistle,21,17,14,24,3,3,15,11,38,1,2016/17,Scottish Premiership|Partick Thistle|2016/17
Scottish Premiership,38,Dundee,19,19,22,16,6,4,12,10,38,1,2016/17,Scottish Premiership|Dundee|2016/17
Scottish Premiership,37,Hamilton Academical,22,15,20,17,7,4,15,11,38,0.97,2016/17,Scottish Premiership|Hamilton Academical|2016/17
Scottish Premiership,36,Kilmarnock,18,18,19,17,7,4,12,14,38,0.95,2016/17,Scottish Premiership|Kilmarnock|2016/17
