League,Country,Team,Players,Season,KEY
Bundesliga,Costa Rica,,1,2015/16,Bundesliga||2015/16
Bundesliga,Romania,,1,2015/16,Bundesliga||2015/16
Bundesliga,Tunisia,,1,2015/16,Bundesliga||2015/16
Bundesliga,Iceland,,1,2015/16,Bundesliga||2015/16
Bundesliga,Albania,,1,2015/16,Bundesliga||2015/16
Bundesliga,Israel,,1,2015/16,Bundesliga||2015/16
La Liga,Spain,,314,2015/16,La Liga||2015/16
La Liga,Argentina,,30,2015/16,La Liga||2015/16
La Liga,Brazil,,25,2015/16,La Liga||2015/16
La Liga,France,,22,2015/16,La Liga||2015/16
La Liga,Portugal,,19,2015/16,La Liga||2015/16
La Liga,Uruguay,,12,2015/16,La Liga||2015/16
La Liga,Italy,,9,2015/16,La Liga||2015/16
La Liga,Croatia,,7,2015/16,La Liga||2015/16
La Liga,Chile,,7,2015/16,La Liga||2015/16
La Liga,Algeria,,6,2015/16,La Liga||2015/16
La Liga,Germany,,5,2015/16,La Liga||2015/16
La Liga,Belgium,,5,2015/16,La Liga||2015/16
La Liga,Morocco,,5,2015/16,La Liga||2015/16
La Liga,Serbia,,5,2015/16,La Liga||2015/16
La Liga,Colombia,,5,2015/16,La Liga||2015/16
La Liga,Ghana,,4,2015/16,La Liga||2015/16
La Liga,Senegal,,4,2015/16,La Liga||2015/16
La Liga,Paraguay,,4,2015/16,La Liga||2015/16
La Liga,Venezuela,,4,2015/16,La Liga||2015/16
La Liga,Mexico,,4,2015/16,La Liga||2015/16
La Liga,Slovenia,,3,2015/16,La Liga||2015/16
La Liga,Costa Rica,,3,2015/16,La Liga||2015/16
La Liga,Nigeria,,3,2015/16,La Liga||2015/16
La Liga,Denmark,,2,2015/16,La Liga||2015/16
La Liga,Bosnia and Herzegovina,,2,2015/16,La Liga||2015/16
La Liga,"Cote d'Ivoire",,2,2015/16,La Liga||2015/16
La Liga,Cameroon,,2,2015/16,La Liga||2015/16
La Liga,Netherlands,,2,2015/16,La Liga||2015/16
La Liga,Montenegro,,1,2015/16,La Liga||2015/16
La Liga,Ukraine,,1,2015/16,La Liga||2015/16
La Liga,Guinea,,1,2015/16,La Liga||2015/16
La Liga,Poland,,1,2015/16,La Liga||2015/16
La Liga,Japan,,1,2015/16,La Liga||2015/16
La Liga,Peru,,1,2015/16,La Liga||2015/16
La Liga,Ecuador,,1,2015/16,La Liga||2015/16
La Liga,Greece,,1,2015/16,La Liga||2015/16
La Liga,Gabon,,1,2015/16,La Liga||2015/16
La Liga,Azerbaijan,,1,2015/16,La Liga||2015/16
La Liga,Angola,,1,2015/16,La Liga||2015/16
La Liga,China,,1,2015/16,La Liga||2015/16
La Liga,Romania,,1,2015/16,La Liga||2015/16
La Liga,Guadeloupe,,1,2015/16,La Liga||2015/16
La Liga,Mozambique,,1,2015/16,La Liga||2015/16
La Liga,Belarus,,1,2015/16,La Liga||2015/16
La Liga,Wales,,1,2015/16,La Liga||2015/16
La Liga,Martinique,,1,2015/16,La Liga||2015/16
La Liga,Sweden,,1,2015/16,La Liga||2015/16
La Liga,Armenia,,1,2015/16,La Liga||2015/16
La Liga,Australia,,1,2015/16,La Liga||2015/16
La Liga,Republic of the Congo,,1,2015/16,La Liga||2015/16
La Liga,Turkey,,1,2015/16,La Liga||2015/16
La Liga,Russia,,1,2015/16,La Liga||2015/16
La Liga,Lithuania,,1,2015/16,La Liga||2015/16
La Liga,Tunisia,,1,2015/16,La Liga||2015/16
La Liga,Eritrea,,1,2015/16,La Liga||2015/16
French Ligue 1,France,,324,2015/16,French Ligue 1||2015/16
French Ligue 1,Brazil,,25,2015/16,French Ligue 1||2015/16
French Ligue 1,Mali,,17,2015/16,French Ligue 1||2015/16
French Ligue 1,Senegal,,15,2015/16,French Ligue 1||2015/16
French Ligue 1,Cameroon,,14,2015/16,French Ligue 1||2015/16
French Ligue 1,Portugal,,13,2015/16,French Ligue 1||2015/16
French Ligue 1,"Cote d'Ivoire",,11,2015/16,French Ligue 1||2015/16
French Ligue 1,Argentina,,10,2015/16,French Ligue 1||2015/16
French Ligue 1,Tunisia,,9,2015/16,French Ligue 1||2015/16
French Ligue 1,Morocco,,9,2015/16,French Ligue 1||2015/16
French Ligue 1,Guinea,,8,2015/16,French Ligue 1||2015/16
French Ligue 1,Algeria,,6,2015/16,French Ligue 1||2015/16
French Ligue 1,Italy,,6,2015/16,French Ligue 1||2015/16
French Ligue 1,Gabon,,6,2015/16,French Ligue 1||2015/16
French Ligue 1,Serbia,,6,2015/16,French Ligue 1||2015/16
French Ligue 1,Sweden,,5,2015/16,French Ligue 1||2015/16
French Ligue 1,Republic of the Congo,,5,2015/16,French Ligue 1||2015/16
French Ligue 1,Democratic Republic of Congo,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Belgium,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Haiti,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Denmark,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Uruguay,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Benin,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Switzerland,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Burkina Faso,,4,2015/16,French Ligue 1||2015/16
French Ligue 1,Cape Verde,,3,2015/16,French Ligue 1||2015/16
French Ligue 1,Guadeloupe,,3,2015/16,French Ligue 1||2015/16
French Ligue 1,Croatia,,3,2015/16,French Ligue 1||2015/16
French Ligue 1,Colombia,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Nigeria,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Netherlands,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Spain,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Albania,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Togo,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Germany,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Slovenia,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Ghana,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Norway,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,South Africa,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Central African Republic,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,French Guiana,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,Turkey,,2,2015/16,French Ligue 1||2015/16
French Ligue 1,New Caledonia,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Czech Republic,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Peru,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,The Gambia,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Chad,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Mozambique,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Montenegro,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Poland,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,United States,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Georgia,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Chile,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Scotland,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Madagascar,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Zambia,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Iceland,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Burundi,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Venezuela,,1,2015/16,French Ligue 1||2015/16
French Ligue 1,Reunion,,1,2015/16,French Ligue 1||2015/16
Eredivisie,Netherlands,,290,2015/16,Eredivisie||2015/16
Eredivisie,Belgium,,22,2015/16,Eredivisie||2015/16
Eredivisie,Sweden,,11,2015/16,Eredivisie||2015/16
Eredivisie,Denmark,,10,2015/16,Eredivisie||2015/16
Eredivisie,Germany,,10,2015/16,Eredivisie||2015/16
Eredivisie,Poland,,7,2015/16,Eredivisie||2015/16
Eredivisie,Morocco,,6,2015/16,Eredivisie||2015/16
Eredivisie,Brazil,,5,2015/16,Eredivisie||2015/16
Eredivisie,France,,5,2015/16,Eredivisie||2015/16
Eredivisie,Australia,,5,2015/16,Eredivisie||2015/16
Eredivisie,Serbia,,4,2015/16,Eredivisie||2015/16
Eredivisie,Nigeria,,4,2015/16,Eredivisie||2015/16
Eredivisie,Norway,,4,2015/16,Eredivisie||2015/16
Eredivisie,Ghana,,4,2015/16,Eredivisie||2015/16
Eredivisie,England,,4,2015/16,Eredivisie||2015/16
Eredivisie,Curacao,,4,2015/16,Eredivisie||2015/16
Eredivisie,Czech Republic,,3,2015/16,Eredivisie||2015/16
Eredivisie,Greece,,3,2015/16,Eredivisie||2015/16
Eredivisie,Mexico,,3,2015/16,Eredivisie||2015/16
Eredivisie,Turkey,,3,2015/16,Eredivisie||2015/16
Eredivisie,Hungary,,2,2015/16,Eredivisie||2015/16
Eredivisie,Slovenia,,2,2015/16,Eredivisie||2015/16
Eredivisie,Spain,,2,2015/16,Eredivisie||2015/16
Eredivisie,Bosnia and Herzegovina,,2,2015/16,Eredivisie||2015/16
Eredivisie,Croatia,,2,2015/16,Eredivisie||2015/16
Eredivisie,United States,,2,2015/16,Eredivisie||2015/16
Eredivisie,Kosovo,,2,2015/16,Eredivisie||2015/16
Eredivisie,Iceland,,2,2015/16,Eredivisie||2015/16
Eredivisie,Uruguay,,2,2015/16,Eredivisie||2015/16
Eredivisie,South Africa,,2,2015/16,Eredivisie||2015/16
Eredivisie,Georgia,,2,2015/16,Eredivisie||2015/16
Eredivisie,Japan,,2,2015/16,Eredivisie||2015/16
Eredivisie,Slovakia,,2,2015/16,Eredivisie||2015/16
Eredivisie,Portugal,,1,2015/16,Eredivisie||2015/16
Eredivisie,Colombia,,1,2015/16,Eredivisie||2015/16
Eredivisie,Romania,,1,2015/16,Eredivisie||2015/16
Eredivisie,Kazakhstan,,1,2015/16,Eredivisie||2015/16
Eredivisie,Chile,,1,2015/16,Eredivisie||2015/16
Eredivisie,Austria,,1,2015/16,Eredivisie||2015/16
Eredivisie,Peru,,1,2015/16,Eredivisie||2015/16
Eredivisie,Venezuela,,1,2015/16,Eredivisie||2015/16
Eredivisie,Finland,,1,2015/16,Eredivisie||2015/16
Eredivisie,Cameroon,,1,2015/16,Eredivisie||2015/16
Eredivisie,Sierra Leone,,1,2015/16,Eredivisie||2015/16
Eredivisie,Zimbabwe,,1,2015/16,Eredivisie||2015/16
Eredivisie,Republic of Ireland,,1,2015/16,Eredivisie||2015/16
Eredivisie,New Zealand,,1,2015/16,Eredivisie||2015/16
Eredivisie,Paraguay,,1,2015/16,Eredivisie||2015/16
Eredivisie,Iran,,1,2015/16,Eredivisie||2015/16
Eredivisie,Lithuania,,1,2015/16,Eredivisie||2015/16
Eredivisie,Israel,,1,2015/16,Eredivisie||2015/16
Eredivisie,Ecuador,,1,2015/16,Eredivisie||2015/16
Eredivisie,"Cote d'Ivoire",,1,2015/16,Eredivisie||2015/16
Eredivisie,Scotland,,1,2015/16,Eredivisie||2015/16
Eredivisie,Trinidad and Tobago,,1,2015/16,Eredivisie||2015/16
Eredivisie,Ukraine,,1,2015/16,Eredivisie||2015/16
Eredivisie,China,,1,2015/16,Eredivisie||2015/16
Serie A,Italy,,241,2015/16,Serie A||2015/16
Serie A,Brazil,,40,2015/16,Serie A||2015/16
Serie A,Argentina,,30,2015/16,Serie A||2015/16
Serie A,France,,22,2015/16,Serie A||2015/16
Serie A,Spain,,17,2015/16,Serie A||2015/16
Serie A,Serbia,,17,2015/16,Serie A||2015/16
Serie A,Croatia,,12,2015/16,Serie A||2015/16
Serie A,Colombia,,11,2015/16,Serie A||2015/16
Serie A,Poland,,9,2015/16,Serie A||2015/16
Serie A,Slovenia,,9,2015/16,Serie A||2015/16
Serie A,Netherlands,,9,2015/16,Serie A||2015/16
Serie A,Greece,,8,2015/16,Serie A||2015/16
Serie A,Ghana,,8,2015/16,Serie A||2015/16
Serie A,Bosnia and Herzegovina,,8,2015/16,Serie A||2015/16
Serie A,Chile,,8,2015/16,Serie A||2015/16
Serie A,Uruguay,,7,2015/16,Serie A||2015/16
Serie A,Switzerland,,7,2015/16,Serie A||2015/16
Serie A,Senegal,,7,2015/16,Serie A||2015/16
Serie A,Sweden,,6,2015/16,Serie A||2015/16
Serie A,Albania,,5,2015/16,Serie A||2015/16
Serie A,Slovakia,,5,2015/16,Serie A||2015/16
Serie A,Germany,,5,2015/16,Serie A||2015/16
Serie A,Portugal,,4,2015/16,Serie A||2015/16
Serie A,Nigeria,,4,2015/16,Serie A||2015/16
Serie A,Algeria,,4,2015/16,Serie A||2015/16
Serie A,Romania,,4,2015/16,Serie A||2015/16
Serie A,Paraguay,,4,2015/16,Serie A||2015/16
Serie A,Venezuela,,4,2015/16,Serie A||2015/16
Serie A,Belgium,,3,2015/16,Serie A||2015/16
Serie A,Morocco,,3,2015/16,Serie A||2015/16
Serie A,Guinea,,2,2015/16,Serie A||2015/16
Serie A,Japan,,2,2015/16,Serie A||2015/16
Serie A,"Cote d'Ivoire",,2,2015/16,Serie A||2015/16
Serie A,Mali,,2,2015/16,Serie A||2015/16
Serie A,Finland,,2,2015/16,Serie A||2015/16
Serie A,England,,2,2015/16,Serie A||2015/16
Serie A,Macedonia,,2,2015/16,Serie A||2015/16
Serie A,Bulgaria,,2,2015/16,Serie A||2015/16
Serie A,Moldova,,1,2015/16,Serie A||2015/16
Serie A,Egypt,,1,2015/16,Serie A||2015/16
Serie A,Costa Rica,,1,2015/16,Serie A||2015/16
Serie A,Georgia,,1,2015/16,Serie A||2015/16
Serie A,Mexico,,1,2015/16,Serie A||2015/16
Serie A,Iraq,,1,2015/16,Serie A||2015/16
Serie A,Togo,,1,2015/16,Serie A||2015/16
Serie A,Turkey,,1,2015/16,Serie A||2015/16
Serie A,Ukraine,,1,2015/16,Serie A||2015/16
Serie A,Iceland,,1,2015/16,Serie A||2015/16
Serie A,Montenegro,,1,2015/16,Serie A||2015/16
Serie A,Liechtenstein,,1,2015/16,Serie A||2015/16
Serie A,Austria,,1,2015/16,Serie A||2015/16
Serie A,Hungary,,1,2015/16,Serie A||2015/16
Scottish Premiership,Scotland,,193,2015/16,Scottish Premiership||2015/16
Scottish Premiership,England,,55,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Northern Ireland,,16,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Republic of Ireland,,13,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Australia,,8,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Wales,,7,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Spain,,6,2015/16,Scottish Premiership||2015/16
Scottish Premiership,France,,5,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Nigeria,,4,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Belgium,,4,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Netherlands,,4,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Germany,,4,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Brazil,,3,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Bulgaria,,2,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Sweden,,2,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Poland,,2,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Canada,,2,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Turkey,,2,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Russia,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Honduras,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Ghana,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Guinea,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Croatia,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Austria,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Bosnia and Herzegovina,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Sierra Leone,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Denmark,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,United States,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Latvia,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Norway,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Antigua and Barbuda,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Czech Republic,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Jamaica,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Italy,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Cameroon,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Japan,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,"Cote d'Ivoire",,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Serbia,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Finland,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Switzerland,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Estonia,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Israel,,1,2015/16,Scottish Premiership||2015/16
Scottish Premiership,Curacao,,1,2015/16,Scottish Premiership||2015/16
